Continent	Status	Order	FAMILY	Genus	Species	Mass
NA	extant	Carnivora	Felidae	Lynx	canadensis	9373.246
NA	extant	Carnivora	Felidae	Panthera	onca	100000.000
NA	extant	Carnivora	Felidae	Puma	concolor	51600.035
NA	extant	Carnivora	Mustelidae	Conepatus	semistriatus	1199.997
NA	extant	Carnivora	Mustelidae	Conepatus	mesoleucus	2010.018
NA	extant	Carnivora	Mustelidae	Conepatus	leuconotus	3500.016
NA	extant	Carnivora	Mustelidae	Eira	barbara	3910.029
NA	extant	Carnivora	Mustelidae	Enhydra	lutris	23500.000
NA	extant	Carnivora	Mustelidae	Galictis	vittata	3200.000
NA	extant	Carnivora	Mustelidae	Gulo	gulo	14525.129
NA	extant	Carnivora	Mustelidae	Lontra	longicaudis	6554.959
NA	extant	Carnivora	Mustelidae	Lontra	canadensis	8087.420
NA	extant	Carnivora	Mustelidae	Martes	americana	1250.000
NA	extant	Carnivora	Mustelidae	Martes	pennanti	4000.000
NA	extant	Carnivora	Mustelidae	Mephitis	macroura	801.254
NA	extant	Carnivora	Mustelidae	Mephitis	mephitis	2085.019
NA	extant	Carnivora	Mustelidae	Mustela	nivalis	46.900
NA	extant	Carnivora	Mustelidae	Mustela	erminea	70.000
NA	extant	Carnivora	Mustelidae	Mustela	frenata	147.001
NA	extant	Carnivora	Mustelidae	Mustela	nigripes	850.002
NA	extant	Carnivora	Mustelidae	Mustela	vison	944.953
NA	extant	Carnivora	Mustelidae	Spilogale	pygmaea	235.001
NA	extant	Carnivora	Mustelidae	Spilogale	putorius	340.997
NA	extant	Carnivora	Mustelidae	Taxidea	taxus	7107.551
NA	extant	Carnivora	Odobenidae	Odobenus	rosmarus	825000.000
NA	extant	Carnivora	Otariidae	Arctocephalus	townsendi	105000.000
NA	extant	Carnivora	Otariidae	Callorhinus	ursinus	45133.000
NA	extant	Carnivora	Otariidae	Eumetopias	jubatus	310000.000
NA	extant	Carnivora	Otariidae	Zalophus	californianus	80000.000
NA	extant	Carnivora	Phocidae	Cystophora	cristata	201667.000
NA	extant	Carnivora	Phocidae	Erignathus	barbatus	280000.000
NA	extant	Carnivora	Phocidae	Halichoerus	grypus	157667.000
NA	extant	Carnivora	Phocidae	Mirounga	angustirostris	750000.000
NA	extant	Carnivora	Phocidae	Phoca	hispida	90900.000
NA	extant	Carnivora	Phocidae	Phoca	vitulina	100000.000
NA	extant	Carnivora	Phocidae	Phoca	groenlandica	120000.000
NA	extant	Carnivora	Procyonidae	Bassaricyon	lasius	1200.000
NA	extant	Carnivora	Procyonidae	Bassaricyon	pauli	1200.000
NA	extant	Carnivora	Procyonidae	Bassaricyon	gabbii	1250.000
NA	extant	Carnivora	Procyonidae	Bassariscus	sumichrasti	899.995
NA	extant	Carnivora	Procyonidae	Bassariscus	astutus	1129.510
NA	extant	Carnivora	Procyonidae	Nasua	nasua	3793.849
NA	extant	Carnivora	Procyonidae	Nasua	narica	4030.046
NA	extant	Carnivora	Procyonidae	Potos	flavus	3000.000
NA	extant	Carnivora	Procyonidae	Procyon	pygmaeus	2500.000
NA	extant	Carnivora	Procyonidae	Procyon	lotor	5524.971
NA	extant	Carnivora	Ursidae	Ursus	americanus	99949.356
NA	extant	Carnivora	Ursidae	Ursus	arctos	139440.843
NA	extant	Carnivora	Ursidae	Ursus	maritimus	352500.713
NA	extant	Chiroptera	Emballonuridae	Balantiopteryx	io	4.300
NA	extant	Chiroptera	Emballonuridae	Balantiopteryx	plicata	6.389
NA	extant	Chiroptera	Emballonuridae	Centronycteris	maximiliani	5.000
NA	extant	Chiroptera	Emballonuridae	Cormura	brevirostris	9.175
NA	extant	Chiroptera	Emballonuridae	Cyttarops	alecto	5.300
NA	extant	Chiroptera	Emballonuridae	Diclidurus	albus	15.600
NA	extant	Chiroptera	Emballonuridae	Peropteryx	macrotis	5.420
NA	extant	Chiroptera	Emballonuridae	Peropteryx	kappleri	9.420
NA	extant	Chiroptera	Emballonuridae	Rhynchonycteris	naso	4.207
NA	extant	Chiroptera	Emballonuridae	Saccopteryx	leptura	4.910
NA	extant	Chiroptera	Emballonuridae	Saccopteryx	bilineata	8.106
NA	extant	Chiroptera	Furipteridae	Furipterus	horrens	3.177
NA	extant	Chiroptera	Molossidae	Eumops	bonariensis	11.900
NA	extant	Chiroptera	Molossidae	Eumops	hansae	15.050
NA	extant	Chiroptera	Molossidae	Eumops	auripendulus	28.450
NA	extant	Chiroptera	Molossidae	Eumops	glaucinus	35.383
NA	extant	Chiroptera	Molossidae	Eumops	perotis	51.130
NA	extant	Chiroptera	Molossidae	Eumops	underwoodi	54.700
NA	extant	Chiroptera	Molossidae	Molossops	planirostris	12.421
NA	extant	Chiroptera	Molossidae	Molossops	greenhalli	14.967
NA	extant	Chiroptera	Molossidae	Molossus	molossus	13.580
NA	extant	Chiroptera	Molossidae	Molossus	bondae	17.800
NA	extant	Chiroptera	Molossidae	Molossus	sinaloae	22.580
NA	extant	Chiroptera	Molossidae	Molossus	pretiosus	27.000
NA	extant	Chiroptera	Molossidae	Molossus	ater	31.660
NA	extant	Chiroptera	Molossidae	Nyctinomops	laticaudatus	12.220
NA	extant	Chiroptera	Molossidae	Nyctinomops	femorosaccus	14.625
NA	extant	Chiroptera	Molossidae	Nyctinomops	aurispinosus	17.950
NA	extant	Chiroptera	Molossidae	Nyctinomops	macrotis	18.400
NA	extant	Chiroptera	Molossidae	Promops	centralis	26.370
NA	extant	Chiroptera	Molossidae	Tadarida	brasiliensis	12.490
NA	extant	Chiroptera	Mormoopidae	Mormoops	megalophylla	15.950
NA	extant	Chiroptera	Mormoopidae	Pteronotus	personatus	8.708
NA	extant	Chiroptera	Mormoopidae	Pteronotus	davyi	9.210
NA	extant	Chiroptera	Mormoopidae	Pteronotus	gymnonotus	14.425
NA	extant	Chiroptera	Mormoopidae	Pteronotus	parnellii	19.670
NA	extant	Chiroptera	Natalidae	Natalus	stramineus	5.484
NA	extant	Chiroptera	Noctilionidae	Noctilio	albiventris	30.848
NA	extant	Chiroptera	Noctilionidae	Noctilio	leporinus	60.260
NA	extant	Chiroptera	Phyllostomidae	Ametrida	centurio	10.330
NA	extant	Chiroptera	Phyllostomidae	Anoura	geoffroyi	14.700
NA	extant	Chiroptera	Phyllostomidae	Anoura	cultrata	16.850
NA	extant	Chiroptera	Phyllostomidae	Artibeus	glaucus	11.060
NA	extant	Chiroptera	Phyllostomidae	Artibeus	phaeotis	11.588
NA	extant	Chiroptera	Phyllostomidae	Artibeus	toltecus	15.400
NA	extant	Chiroptera	Phyllostomidae	Artibeus	hartii	15.960
NA	extant	Chiroptera	Phyllostomidae	Artibeus	aztecus	20.380
NA	extant	Chiroptera	Phyllostomidae	Artibeus	inopinatus	29.300
NA	extant	Chiroptera	Phyllostomidae	Artibeus	hirsutus	38.725
NA	extant	Chiroptera	Phyllostomidae	Artibeus	jamaicensis	42.170
NA	extant	Chiroptera	Phyllostomidae	Artibeus	lituratus	60.330
NA	extant	Chiroptera	Phyllostomidae	Carollia	castanea	13.267
NA	extant	Chiroptera	Phyllostomidae	Carollia	brevicauda	14.400
NA	extant	Chiroptera	Phyllostomidae	Carollia	subrufa	15.590
NA	extant	Chiroptera	Phyllostomidae	Carollia	perspicillata	18.890
NA	extant	Chiroptera	Phyllostomidae	Centurio	senex	21.330
NA	extant	Chiroptera	Phyllostomidae	Chiroderma	trinitatum	13.680
NA	extant	Chiroptera	Phyllostomidae	Chiroderma	villosum	23.120
NA	extant	Chiroptera	Phyllostomidae	Chiroderma	salvini	25.517
NA	extant	Chiroptera	Phyllostomidae	Choeroniscus	godmani	7.900
NA	extant	Chiroptera	Phyllostomidae	Choeronycteris	mexicana	16.600
NA	extant	Chiroptera	Phyllostomidae	Chrotopterus	auritus	77.863
NA	extant	Chiroptera	Phyllostomidae	Desmodus	rotundus	33.210
NA	extant	Chiroptera	Phyllostomidae	Diaemus	youngi	36.056
NA	extant	Chiroptera	Phyllostomidae	Diphylla	ecaudata	29.300
NA	extant	Chiroptera	Phyllostomidae	Ectophylla	alba	5.755
NA	extant	Chiroptera	Phyllostomidae	Glossophaga	morenoi	8.400
NA	extant	Chiroptera	Phyllostomidae	Glossophaga	commissarisi	8.900
NA	extant	Chiroptera	Phyllostomidae	Glossophaga	soricina	10.040
NA	extant	Chiroptera	Phyllostomidae	Glossophaga	leachii	10.100
NA	extant	Chiroptera	Phyllostomidae	Hylonycteris	underwoodi	6.650
NA	extant	Chiroptera	Phyllostomidae	Leptonycteris	curasoae	23.418
NA	extant	Chiroptera	Phyllostomidae	Leptonycteris	nivalis	25.640
NA	extant	Chiroptera	Phyllostomidae	Lichonycteris	obscura	5.600
NA	extant	Chiroptera	Phyllostomidae	Lionycteris	spurrelli	8.383
NA	extant	Chiroptera	Phyllostomidae	Lonchophylla	mordax	10.700
NA	extant	Chiroptera	Phyllostomidae	Lonchophylla	robusta	13.000
NA	extant	Chiroptera	Phyllostomidae	Lonchorhina	aurita	15.700
NA	extant	Chiroptera	Phyllostomidae	Macrophyllum	macrophyllum	8.100
NA	extant	Chiroptera	Phyllostomidae	Macrotus	californicus	11.625
NA	extant	Chiroptera	Phyllostomidae	Macrotus	waterhousii	12.750
NA	extant	Chiroptera	Phyllostomidae	Mesophylla	macconnelli	6.920
NA	extant	Chiroptera	Phyllostomidae	Micronycteris	megalotis	6.330
NA	extant	Chiroptera	Phyllostomidae	Micronycteris	minuta	6.500
NA	extant	Chiroptera	Phyllostomidae	Micronycteris	schmidtorum	7.533
NA	extant	Chiroptera	Phyllostomidae	Micronycteris	nicefori	8.230
NA	extant	Chiroptera	Phyllostomidae	Micronycteris	sylvestris	8.800
NA	extant	Chiroptera	Phyllostomidae	Micronycteris	brachyotis	10.500
NA	extant	Chiroptera	Phyllostomidae	Micronycteris	hirsuta	12.420
NA	extant	Chiroptera	Phyllostomidae	Micronycteris	daviesi	18.300
NA	extant	Chiroptera	Phyllostomidae	Mimon	crenulatum	13.750
NA	extant	Chiroptera	Phyllostomidae	Mimon	bennettii	25.200
NA	extant	Chiroptera	Phyllostomidae	Musonycteris	harrisoni	-999.000
NA	extant	Chiroptera	Phyllostomidae	Phylloderma	stenops	53.675
NA	extant	Chiroptera	Phyllostomidae	Phyllostomus	discolor	37.190
NA	extant	Chiroptera	Phyllostomidae	Phyllostomus	hastatus	92.480
NA	extant	Chiroptera	Phyllostomidae	Platyrrhinus	helleri	13.500
NA	extant	Chiroptera	Phyllostomidae	Platyrrhinus	umbratus	24.500
NA	extant	Chiroptera	Phyllostomidae	Platyrrhinus	dorsalis	26.000
NA	extant	Chiroptera	Phyllostomidae	Platyrrhinus	vittatus	41.400
NA	extant	Chiroptera	Phyllostomidae	Sturnira	luisi	-999.000
NA	extant	Chiroptera	Phyllostomidae	Sturnira	lilium	19.099
NA	extant	Chiroptera	Phyllostomidae	Sturnira	ludovici	21.022
NA	extant	Chiroptera	Phyllostomidae	Sturnira	mordax	25.080
NA	extant	Chiroptera	Phyllostomidae	Tonatia	brasiliense	9.380
NA	extant	Chiroptera	Phyllostomidae	Tonatia	evotis	19.800
NA	extant	Chiroptera	Phyllostomidae	Tonatia	bidens	27.830
NA	extant	Chiroptera	Phyllostomidae	Tonatia	silvicola	29.700
NA	extant	Chiroptera	Phyllostomidae	Trachops	cirrhosus	37.670
NA	extant	Chiroptera	Phyllostomidae	Uroderma	bilobatum	16.580
NA	extant	Chiroptera	Phyllostomidae	Uroderma	magnirostrum	16.850
NA	extant	Chiroptera	Phyllostomidae	Vampyressa	pusilla	8.629
NA	extant	Chiroptera	Phyllostomidae	Vampyressa	nymphaea	11.800
NA	extant	Chiroptera	Phyllostomidae	Vampyrodes	caraccioli	34.700
NA	extant	Chiroptera	Phyllostomidae	Vampyrum	spectrum	169.380
NA	extant	Chiroptera	Pteropodidae	Melonycteris	aurantius	29.220
NA	extant	Chiroptera	Thyropteridae	Thyroptera	discifera	3.100
NA	extant	Chiroptera	Thyropteridae	Thyroptera	tricolor	4.356
NA	extant	Chiroptera	Vespertilionidae	Antrozous	pallidus	20.800
NA	extant	Chiroptera	Vespertilionidae	Antrozous	dubiaquercus	22.925
NA	extant	Chiroptera	Vespertilionidae	Eptesicus	furinalis	7.737
NA	extant	Chiroptera	Vespertilionidae	Eptesicus	brasiliensis	9.467
NA	extant	Chiroptera	Vespertilionidae	Eptesicus	fuscus	16.460
NA	extant	Chiroptera	Vespertilionidae	Euderma	maculatum	15.663
NA	extant	Chiroptera	Vespertilionidae	Idionycteris	phyllotis	12.033
NA	extant	Chiroptera	Vespertilionidae	Lasionycteris	noctivagans	10.456
NA	extant	Chiroptera	Vespertilionidae	Lasiurus	egregius	-999.000
NA	extant	Chiroptera	Vespertilionidae	Lasiurus	seminolus	9.888
NA	extant	Chiroptera	Vespertilionidae	Lasiurus	borealis	10.738
NA	extant	Chiroptera	Vespertilionidae	Lasiurus	ega	13.200
NA	extant	Chiroptera	Vespertilionidae	Lasiurus	castaneus	13.633
NA	extant	Chiroptera	Vespertilionidae	Lasiurus	intermedius	23.025
NA	extant	Chiroptera	Vespertilionidae	Lasiurus	cinereus	25.278
NA	extant	Chiroptera	Vespertilionidae	Myotis	cobanensis	-999.000
NA	extant	Chiroptera	Vespertilionidae	Myotis	milleri	-999.000
NA	extant	Chiroptera	Vespertilionidae	Myotis	peninsularis	-999.000
NA	extant	Chiroptera	Vespertilionidae	Myotis	planiceps	-999.000
NA	extant	Chiroptera	Vespertilionidae	Myotis	elegans	4.050
NA	extant	Chiroptera	Vespertilionidae	Myotis	nigricans	4.240
NA	extant	Chiroptera	Vespertilionidae	Myotis	fortidens	4.350
NA	extant	Chiroptera	Vespertilionidae	Myotis	californicus	4.600
NA	extant	Chiroptera	Vespertilionidae	Myotis	leibii	5.133
NA	extant	Chiroptera	Vespertilionidae	Myotis	albescens	5.300
NA	extant	Chiroptera	Vespertilionidae	Myotis	keaysi	5.300
NA	extant	Chiroptera	Vespertilionidae	Myotis	yumanensis	5.387
NA	extant	Chiroptera	Vespertilionidae	Myotis	oxyotus	5.500
NA	extant	Chiroptera	Vespertilionidae	Myotis	riparius	5.550
NA	extant	Chiroptera	Vespertilionidae	Myotis	keenii	6.267
NA	extant	Chiroptera	Vespertilionidae	Myotis	evotis	6.700
NA	extant	Chiroptera	Vespertilionidae	Myotis	austroriparius	6.838
NA	extant	Chiroptera	Vespertilionidae	Myotis	sodalis	6.907
NA	extant	Chiroptera	Vespertilionidae	Myotis	lucifugus	7.648
NA	extant	Chiroptera	Vespertilionidae	Myotis	thysanodes	8.126
NA	extant	Chiroptera	Vespertilionidae	Myotis	volans	8.460
NA	extant	Chiroptera	Vespertilionidae	Myotis	velifer	10.096
NA	extant	Chiroptera	Vespertilionidae	Myotis	grisescens	10.542
NA	extant	Chiroptera	Vespertilionidae	Myotis	vivesi	25.000
NA	extant	Chiroptera	Vespertilionidae	Myotis	auriculus	36.985
NA	extant	Chiroptera	Vespertilionidae	Nycticeius	humeralis	8.989
NA	extant	Chiroptera	Vespertilionidae	Pipistrellus	hesperus	3.700
NA	extant	Chiroptera	Vespertilionidae	Pipistrellus	subflavus	5.764
NA	extant	Chiroptera	Vespertilionidae	Plecotus	mexicanus	7.700
NA	extant	Chiroptera	Vespertilionidae	Plecotus	rafinesquii	9.080
NA	extant	Chiroptera	Vespertilionidae	Plecotus	townsendii	9.920
NA	extant	Chiroptera	Vespertilionidae	Rhogeesa	alleni	-999.000
NA	extant	Chiroptera	Vespertilionidae	Rhogeesa	genowaysi	-999.000
NA	extant	Chiroptera	Vespertilionidae	Rhogeesa	gracilis	-999.000
NA	extant	Chiroptera	Vespertilionidae	Rhogeesa	mira	-999.000
NA	extant	Chiroptera	Vespertilionidae	Rhogeesa	parvula	4.350
NA	extant	Chiroptera	Vespertilionidae	Rhogeesa	tumida	4.450
NA	extant	Didelphimorphia	Didelphidae	Caluromys	derbianus	297.002
NA	extant	Didelphimorphia	Didelphidae	Chironectes	minimus	945.998
NA	extant	Didelphimorphia	Didelphidae	Didelphis	marsupialis	1091.164
NA	extant	Didelphimorphia	Didelphidae	Didelphis	virginiana	2195.483
NA	extant	Didelphimorphia	Didelphidae	Marmosa	mexicana	49.450
NA	extant	Didelphimorphia	Didelphidae	Marmosa	canescens	60.000
NA	extant	Didelphimorphia	Didelphidae	Micoureus	alstoni	132.300
NA	extant	Didelphimorphia	Didelphidae	Philander	opossum	749.998
NA	extant	Insectivora	Soricidae	Blarina	carolinensis	13.500
NA	extant	Insectivora	Soricidae	Blarina	hylophaga	14.500
NA	extant	Insectivora	Soricidae	Blarina	brevicauda	28.000
NA	extant	Insectivora	Soricidae	Cryptotis	parva	4.983
NA	extant	Insectivora	Soricidae	Cryptotis	hondurensis	5.000
NA	extant	Insectivora	Soricidae	Cryptotis	nigrescens	5.400
NA	extant	Insectivora	Soricidae	Cryptotis	gracilis	7.000
NA	extant	Insectivora	Soricidae	Cryptotis	goodwini	7.000
NA	extant	Insectivora	Soricidae	Cryptotis	magna	7.000
NA	extant	Insectivora	Soricidae	Cryptotis	mexicana	7.000
NA	extant	Insectivora	Soricidae	Cryptotis	endersi	8.000
NA	extant	Insectivora	Soricidae	Cryptotis	goldmani	8.000
NA	extant	Insectivora	Soricidae	Megasorex	gigas	20.000
NA	extant	Insectivora	Soricidae	Notiosorex	crawfordi	4.393
NA	extant	Insectivora	Soricidae	Sorex	arizonae	2.400
NA	extant	Insectivora	Soricidae	Sorex	nanus	2.400
NA	extant	Insectivora	Soricidae	Sorex	hoyi	2.575
NA	extant	Insectivora	Soricidae	Sorex	gaspensis	2.890
NA	extant	Insectivora	Soricidae	Sorex	preblei	3.100
NA	extant	Insectivora	Soricidae	Sorex	haydeni	3.500
NA	extant	Insectivora	Soricidae	Sorex	longirostris	3.575
NA	extant	Insectivora	Soricidae	Sorex	ugyunak	3.600
NA	extant	Insectivora	Soricidae	Sorex	tenellus	3.750
NA	extant	Insectivora	Soricidae	Sorex	trowbridgii	3.800
NA	extant	Insectivora	Soricidae	Sorex	saussurei	4.650
NA	extant	Insectivora	Soricidae	Sorex	cinereus	4.658
NA	extant	Insectivora	Soricidae	Sorex	ornatus	4.985
NA	extant	Insectivora	Soricidae	Sorex	dispar	5.000
NA	extant	Insectivora	Soricidae	Sorex	lyelli	5.000
NA	extant	Insectivora	Soricidae	Sorex	monticolus	5.250
NA	extant	Insectivora	Soricidae	Sorex	merriami	5.900
NA	extant	Insectivora	Soricidae	Sorex	vagrans	5.900
NA	extant	Insectivora	Soricidae	Sorex	pacificus	6.710
NA	extant	Insectivora	Soricidae	Sorex	emarginatus	7.000
NA	extant	Insectivora	Soricidae	Sorex	macrodon	7.000
NA	extant	Insectivora	Soricidae	Sorex	milleri	7.000
NA	extant	Insectivora	Soricidae	Sorex	oreopolus	7.000
NA	extant	Insectivora	Soricidae	Sorex	sclateri	7.000
NA	extant	Insectivora	Soricidae	Sorex	stizodon	7.000
NA	extant	Insectivora	Soricidae	Sorex	ventralis	7.000
NA	extant	Insectivora	Soricidae	Sorex	veraepacis	7.500
NA	extant	Insectivora	Soricidae	Sorex	tundrensis	7.500
NA	extant	Insectivora	Soricidae	Sorex	fumeus	7.700
NA	extant	Insectivora	Soricidae	Sorex	arcticus	8.150
NA	extant	Insectivora	Soricidae	Sorex	sonomae	8.300
NA	extant	Insectivora	Soricidae	Sorex	bairdii	8.340
NA	extant	Insectivora	Soricidae	Sorex	palustris	13.450
NA	extant	Insectivora	Soricidae	Sorex	alaskanus	14.000
NA	extant	Insectivora	Soricidae	Sorex	bendirii	16.100
NA	extant	Insectivora	Talpidae	Condylura	cristata	84.000
NA	extant	Insectivora	Talpidae	Neurotrichus	gibbsii	8.900
NA	extant	Insectivora	Talpidae	Parascalops	breweri	51.000
NA	extant	Insectivora	Talpidae	Scalopus	aquaticus	91.258
NA	extant	Insectivora	Talpidae	Scapanus	latimanus	55.000
NA	extant	Insectivora	Talpidae	Scapanus	orarius	61.200
NA	extant	Insectivora	Talpidae	Scapanus	townsendii	141.700
NA	extant	Lagomorpha	Leporidae	Brachylagus	idahoensis	421.337
NA	extant	Lagomorpha	Leporidae	Lepus	townsendii	1554.999
NA	extant	Lagomorpha	Leporidae	Lepus	americanus	1710.015
NA	extant	Lagomorpha	Leporidae	Lepus	californicus	2422.479
NA	extant	Lagomorpha	Leporidae	Lepus	callotis	2500.000
NA	extant	Lagomorpha	Leporidae	Lepus	flavigularis	2999.991
NA	extant	Lagomorpha	Leporidae	Lepus	alleni	3685.021
NA	extant	Lagomorpha	Leporidae	Lepus	arcticus	4405.041
NA	extant	Lagomorpha	Leporidae	Lepus	othus	4805.958
NA	extant	Lagomorpha	Leporidae	Romerolagus	diazi	476.650
NA	extant	Lagomorpha	Leporidae	Sylvilagus	dicei	-999.000
NA	extant	Lagomorpha	Leporidae	Sylvilagus	bachmani	643.250
NA	extant	Lagomorpha	Leporidae	Sylvilagus	transitionalis	656.705
NA	extant	Lagomorpha	Leporidae	Sylvilagus	nuttallii	755.092
NA	extant	Lagomorpha	Leporidae	Sylvilagus	audubonii	889.631
NA	extant	Lagomorpha	Leporidae	Sylvilagus	brasiliensis	949.992
NA	extant	Lagomorpha	Leporidae	Sylvilagus	graysoni	964.007
NA	extant	Lagomorpha	Leporidae	Sylvilagus	floridanus	1172.789
NA	extant	Lagomorpha	Leporidae	Sylvilagus	palustris	1499.996
NA	extant	Lagomorpha	Leporidae	Sylvilagus	aquaticus	2135.797
NA	extant	Lagomorpha	Leporidae	Sylvilagus	cunicularius	2999.991
NA	extant	Lagomorpha	Leporidae	Sylvilagus	insonus	2999.991
NA	extant	Lagomorpha	Ochotonidae	Ochotona	collaris	129.000
NA	extant	Lagomorpha	Ochotonidae	Ochotona	princeps	157.627
NA	extant	Perissodactyla	Tapiridae	Tapirus	bairdii	299999.133
NA	extant	Primates	Cebidae	Alouatta	pigra	7000.032
NA	extant	Primates	Cebidae	Alouatta	palliata	7274.950
NA	extant	Primates	Cebidae	Aotus	lemurinus	872.990
NA	extant	Primates	Cebidae	Ateles	geoffroyi	5284.939
NA	extant	Primates	Cebidae	Cebus	capucinus	2733.317
NA	extant	Primates	Cebidae	Saimiri	oerstedii	278.500
NA	extant	Rodentia	Agoutidae	Agouti	paca	8000.000
NA	extant	Rodentia	Aplodontidae	Aplodontia	rufa	1003.991
NA	extant	Rodentia	Castoridae	Castor	canadensis	21820.000
NA	extant	Rodentia	Dasyproctidae	Dasyprocta	punctata	2674.977
NA	extant	Rodentia	Dasyproctidae	Dasyprocta	mexicana	5000.000
NA	extant	Rodentia	Dipodidae	Napaeozapus	insignis	22.300
NA	extant	Rodentia	Dipodidae	Zapus	hudsonius	17.125
NA	extant	Rodentia	Dipodidae	Zapus	trinotatus	27.500
NA	extant	Rodentia	Dipodidae	Zapus	princeps	29.000
NA	extant	Rodentia	Echimyidae	Hoplomys	gymnurus	239.999
NA	extant	Rodentia	Erethizontidae	Erethizon	dorsatum	7085.329
NA	extant	Rodentia	Erethizontidae	Sphiggurus	mexicanus	2000.000
NA	extant	Rodentia	Geomyidae	Geomys	pinetis	85.000
NA	extant	Rodentia	Geomyidae	Geomys	bursarius	203.751
NA	extant	Rodentia	Geomyidae	Geomys	arenarius	206.001
NA	extant	Rodentia	Geomyidae	Geomys	tropicalis	350.002
NA	extant	Rodentia	Geomyidae	Geomys	personatus	397.000
NA	extant	Rodentia	Geomyidae	Orthogeomys	matagalpae	-999.000
NA	extant	Rodentia	Geomyidae	Orthogeomys	thaeleri	-999.000
NA	extant	Rodentia	Geomyidae	Orthogeomys	cherriei	225.000
NA	extant	Rodentia	Geomyidae	Orthogeomys	underwoodi	250.000
NA	extant	Rodentia	Geomyidae	Orthogeomys	cuniculus	500.000
NA	extant	Rodentia	Geomyidae	Orthogeomys	grandis	500.000
NA	extant	Rodentia	Geomyidae	Orthogeomys	hispidus	500.000
NA	extant	Rodentia	Geomyidae	Orthogeomys	lanius	500.000
NA	extant	Rodentia	Geomyidae	Orthogeomys	heterodus	615.000
NA	extant	Rodentia	Geomyidae	Orthogeomys	cavator	650.000
NA	extant	Rodentia	Geomyidae	Pappogeomys	alcorni	150.000
NA	extant	Rodentia	Geomyidae	Pappogeomys	bulleri	150.000
NA	extant	Rodentia	Geomyidae	Pappogeomys	fumosus	150.000
NA	extant	Rodentia	Geomyidae	Pappogeomys	neglectus	150.000
NA	extant	Rodentia	Geomyidae	Pappogeomys	zinseri	150.000
NA	extant	Rodentia	Geomyidae	Pappogeomys	tylorhinus	249.012
NA	extant	Rodentia	Geomyidae	Pappogeomys	castanops	251.750
NA	extant	Rodentia	Geomyidae	Pappogeomys	merriami	420.001
NA	extant	Rodentia	Geomyidae	Pappogeomys	gymnurus	599.998
NA	extant	Rodentia	Geomyidae	Thomomys	clusius	58.000
NA	extant	Rodentia	Geomyidae	Thomomys	idahoensis	67.000
NA	extant	Rodentia	Geomyidae	Thomomys	mazama	75.000
NA	extant	Rodentia	Geomyidae	Thomomys	monticola	80.000
NA	extant	Rodentia	Geomyidae	Thomomys	bottae	114.749
NA	extant	Rodentia	Geomyidae	Thomomys	talpoides	130.083
NA	extant	Rodentia	Geomyidae	Thomomys	umbrinus	166.001
NA	extant	Rodentia	Geomyidae	Thomomys	townsendii	263.350
NA	extant	Rodentia	Geomyidae	Thomomys	bulbivorus	359.900
NA	extant	Rodentia	Geomyidae	Zygogeomys	trichopus	500.000
NA	extant	Rodentia	Heteromyidae	Chaetodipus	artus	-999.000
NA	extant	Rodentia	Heteromyidae	Chaetodipus	nelsoni	15.750
NA	extant	Rodentia	Heteromyidae	Chaetodipus	spinatus	16.350
NA	extant	Rodentia	Heteromyidae	Chaetodipus	intermedius	16.500
NA	extant	Rodentia	Heteromyidae	Chaetodipus	penicillatus	16.890
NA	extant	Rodentia	Heteromyidae	Chaetodipus	pernix	17.000
NA	extant	Rodentia	Heteromyidae	Chaetodipus	fallax	18.700
NA	extant	Rodentia	Heteromyidae	Chaetodipus	formosus	19.450
NA	extant	Rodentia	Heteromyidae	Chaetodipus	californicus	22.000
NA	extant	Rodentia	Heteromyidae	Chaetodipus	arenarius	23.000
NA	extant	Rodentia	Heteromyidae	Chaetodipus	goldmani	23.000
NA	extant	Rodentia	Heteromyidae	Chaetodipus	lineatus	23.000
NA	extant	Rodentia	Heteromyidae	Chaetodipus	baileyi	26.350
NA	extant	Rodentia	Heteromyidae	Chaetodipus	hispidus	32.000
NA	extant	Rodentia	Heteromyidae	Dipodomys	phillipsii	41.000
NA	extant	Rodentia	Heteromyidae	Dipodomys	merriami	42.000
NA	extant	Rodentia	Heteromyidae	Dipodomys	nitratoides	43.900
NA	extant	Rodentia	Heteromyidae	Dipodomys	microps	54.600
NA	extant	Rodentia	Heteromyidae	Dipodomys	agilis	57.850
NA	extant	Rodentia	Heteromyidae	Dipodomys	ordii	60.400
NA	extant	Rodentia	Heteromyidae	Dipodomys	stephensi	69.753
NA	extant	Rodentia	Heteromyidae	Dipodomys	elephantinus	72.000
NA	extant	Rodentia	Heteromyidae	Dipodomys	heermanni	72.000
NA	extant	Rodentia	Heteromyidae	Dipodomys	venustus	72.000
NA	extant	Rodentia	Heteromyidae	Dipodomys	panamintinus	74.700
NA	extant	Rodentia	Heteromyidae	Dipodomys	elator	77.500
NA	extant	Rodentia	Heteromyidae	Dipodomys	gravipes	83.975
NA	extant	Rodentia	Heteromyidae	Dipodomys	nelsoni	88.599
NA	extant	Rodentia	Heteromyidae	Dipodomys	deserti	104.501
NA	extant	Rodentia	Heteromyidae	Dipodomys	ingens	133.851
NA	extant	Rodentia	Heteromyidae	Dipodomys	spectabilis	135.875
NA	extant	Rodentia	Heteromyidae	Heteromys	nelsoni	54.200
